hash,source,title,summary,link,published,mentioned_tickers,fetched_at
ea6c6afdd5d267136bd546174cfa00cd,moneycontrol_business,LTIMindtree Q4 Preview: Lower pass-through revenue seen impacting growth marginally,"<img align="" left"" alt=""LTIMindtree Q4 Preview: Lower pass-through revenue seen impacting growth marginally"" border=""0"" height=""75"" hspace=""5"" src=""https://www.moneycontrol.com/news_image_files/2023/200x200/L/LTIMindtree_200.jpg"" title=""LTIMindtree Q4 Preview: Lower pass-through revenue seen impacting growth marginally"" width=""75"" /> A compilation of estimates suggests the company#39;s Q4 FY24 net profit is projected to decline by 2.2 percent quarter on quarter to Rs 1,143.1 crore",https://www.moneycontrol.com/news/business/ltimindtree-q4-preview-lower-pass-through-revenue-seen-impacting-growth-marginally_17531881.html,"Tue, 23 Apr 2024 15:51:27 +0530","LT,LTIM",2025-12-14T23:25:36.945744
462a35b348a92fd1139bac10397296ac,moneycontrol_business,LT manufactures hydrotreating reactor for refinery in Mexico,"<img align="" left"" alt=""LT manufactures hydrotreating reactor for refinery in Mexico"" border=""0"" height=""75"" hspace=""5"" src=""https://www.moneycontrol.com/news_image_files/2023/200x200/L/Larsen-Toubro_LT_200.jpg"" title=""LT manufactures hydrotreating reactor for refinery in Mexico"" width=""75"" /> The reactor has been dispatched for Mexico from the company#39;s A M Naik Heavy Engineering Complex at Hazira in Gujarat.",https://www.moneycontrol.com/news/business/lt-manufactures-hydrotreating-reactor-for-refinerymexico_17531811.html,"Tue, 23 Apr 2024 14:47:18 +0530",LT,2025-12-14T23:25:36.945803
d09f89e05e861d82b8c39b4f3f49b03a,moneycontrol_business,Air India enters into codeshare pact with Japan#39;s All Nippon Airways,"<img align="" left"" alt=""Air India enters into codeshare pact with Japan#39;s All Nippon Airways"" border=""0"" height=""75"" hspace=""5"" src=""https://www.moneycontrol.com/news_image_files/2024/200x200/B/BOEING-747-AI_200.jpg"" title=""Air India enters into codeshare pact with Japan#39;s All Nippon Airways"" width=""75"" /> With the codeshare, effective for travel from May 23, Air India and All Nippon Airways passengers can fly to their desired destination by combining those flights between India and Japan ",https://www.moneycontrol.com/news/business/air-india-enters-into-codeshare-pactjapan39s-all-nippon-airways_17531801.html,"Tue, 23 Apr 2024 14:44:20 +0530",LT,2025-12-14T23:25:36.945871
86c92cca0df9994855b5bf60ca44e59a,moneycontrol_business,Razorpay announces #39;UPI Switch#39; in partnership with Airtel Payments Bank,"<img align="" left"" alt=""Razorpay announces #39;UPI Switch#39; in partnership with Airtel Payments Bank"" border=""0"" height=""75"" hspace=""5"" src=""https://www.moneycontrol.com/news_image_files/2024/200x200/R/RazorPay-Image_200.jpg"" title=""Razorpay announces #39;UPI Switch#39; in partnership with Airtel Payments Bank"" width=""75"" /> Boosting success rates by 4-5 per cent, the solution is designed to handle up to 10,000 transactions per second (TPS) at any given time, according to a release.",https://www.moneycontrol.com/news/business/razorpay-announces-39upi-switch39partnershipairtel-payments-bank_17531791.html,"Tue, 23 Apr 2024 14:42:21 +0530","LT,ITC",2025-12-14T23:25:36.945946
29e49509bf3450f5605dd6e4c41d08db,moneycontrol_business,"Stellantis India to hike vehicle prices by up to Rs 17,000 from April 30","<img align="" left"" alt=""Stellantis India to hike vehicle prices by up to Rs 17,000 from April 30"" border=""0"" height=""75"" hspace=""5"" src=""https://www.moneycontrol.com/news_image_files/2021/200x200/S/Stellantis_Jul8_200.jpg"" title=""Stellantis India to hike vehicle prices by up to Rs 17,000 from April 30"" width=""75"" /> This price increase will result in an increment ranging from Rs 4,000 to Rs 17,000 across the models, the company said in a statement.",https://www.moneycontrol.com/news/business/stellantis-india-to-hike-vehicle-prices-byto-rs-17000april-30_17531771.html,"Tue, 23 Apr 2024 14:17:55 +0530",LT,2025-12-14T23:25:36.946008
6abb7eb31a4352685b773bc35f02194d,moneycontrol_business,"Juniper Green Energy, Tata Power sign PPA for 85 MW hybrid project in Maharashtra","<img align="" left"" alt=""Juniper Green Energy, Tata Power sign PPA for 85 MW hybrid project in Maharashtra"" border=""0"" height=""75"" hspace=""5"" src=""https://www.moneycontrol.com/news_image_files/2024/200x200/T/Tata-Power_200.jpg"" title=""Juniper Green Energy, Tata Power sign PPA for 85 MW hybrid project in Maharashtra"" width=""75"" /> ""The project is the first wind-solar energy project for the company. It will utilize both wind and solar resources by combining 51 MW of wind energy and 34 MW of solar p",https://www.moneycontrol.com/news/business/juniper-green-energy-tata-power-sign-ppa-for-85-mw-hybrid-projectmaharashtra_17531681.html,"Tue, 23 Apr 2024 13:40:48 +0530",LT,2025-12-14T23:25:36.946076
3b012440fcd0be755e590c0cf82a0403,moneycontrol_business,"Juniper Green Energy, Tata Power sign PPA for 85 MW hybrid project in Maharashtra","<img align="" left"" alt=""Juniper Green Energy, Tata Power sign PPA for 85 MW hybrid project in Maharashtra"" border=""0"" height=""75"" hspace=""5"" src=""https://www.moneycontrol.com/news_image_files/2024/200x200/T/Tata-Power_200.jpg"" title=""Juniper Green Energy, Tata Power sign PPA for 85 MW hybrid project in Maharashtra"" width=""75"" /> ""The project is the first wind-solar energy project for the company. It will utilize both wind and solar resources by combining 51 MW of wind energy and 34 MW of solar p",https://www.moneycontrol.com/news/business/juniper-green-energy-tata-power-sign-ppa-for-85-mw-hybrid-projectmaharashtra_17531691.html,"Tue, 23 Apr 2024 13:40:48 +0530",LT,2025-12-14T23:25:36.946161
30281aa697d1ec6359396446db9f964b,moneycontrol_business,WeWork Global in talks to sell entire 27% stake in WeWork India,"<img align="" left"" alt=""WeWork Global in talks to sell entire 27% stake in WeWork India"" border=""0"" height=""75"" hspace=""5"" src=""https://www.moneycontrol.com/news_image_files/2021/200x200/W/WEWORK_200.jpg"" title=""WeWork Global in talks to sell entire 27% stake in WeWork India"" width=""75"" /> Bengaluru-based real estate firm Embassy Group, which holds the remaining 73 per cent stake in WeWork India, might also dilute some shareholdings to raise funds, they added.",https://www.moneycontrol.com/news/business/wework-globaltalks-to-sell-entire-27-stakewework-india_17531651.html,"Tue, 23 Apr 2024 13:38:59 +0530",LT,2025-12-14T23:25:36.946220
d48eaca9a871c99af680b09758c3ccb5,economic_times_stocks,Ahead of Market: 10 things that will decide stock market action on Monday,"Indian equity benchmarks ended the week marginally lower amid sustained FII outflows and US-India trade uncertainty, though sentiment improved after a US Fed rate cut. The Nifty reclaimed key technical levels, while autos and metals led gains. Global cues, currency moves and earnings outlook remain crucial.",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-monday/articleshow/125960498.cms,"Sun, 14 Dec 2025 16:15:32 +0530",GENERAL,2025-12-14T23:25:38.283624
f368cb86104decb6fcfbb7be2a8e4b74,economic_times_stocks,"FPIs withdraw Rs 17,955 cr from Indian equities in Dec; total outflow at Rs 1.6 lakh cr in 2025","Foreign investors pulled out Rs 17,955 crore (USD 2 billion) from Indian equities in the first two weeks of this month, taking the total outflow to Rs 1.6 lakh crore (USD 18.4 billion) in 2025.",https://economictimes.indiatimes.com/markets/stocks/news/fpis-withdraw-rs-17955-cr-from-indian-equities-in-dec-total-outflow-at-rs-1-6-lakh-cr-in-2025/articleshow/125959074.cms,"Sun, 14 Dec 2025 13:25:07 +0530",GENERAL,2025-12-14T23:25:38.283675
4d581c50129f3c2ee6609379e308055f,economic_times_stocks,"After a tough 2025, are Nifty bulls ready for a strong 2026?","India’s macro slowdown through FY25 is giving way to a policy-led recovery as rate cuts, liquidity easing and GST reforms revive demand. Earnings momentum is turning, supporting expectations of a stronger equity market in 2026, led by consumer discretionary, autos and some select growth sectors.",https://economictimes.indiatimes.com/markets/stocks/news/after-a-tough-2025-are-nifty-bulls-ready-for-a-strong-2026/articleshow/125959037.cms,"Sun, 14 Dec 2025 13:24:13 +0530",GENERAL,2025-12-14T23:25:38.283734
cb71c38cf01a78d3894eb76889243c9c,economic_times_stocks,"Mcap of 8 of 10 most valued firms erodes by Rs 79,129 cr; Bajaj Finance, ICICI Bank hit hard","The combined market valuation of eight of the top-10 most valued domestic firms eroded by Rs 79,129.21 crore last week, with Bajaj Finance and ICICI Bank taking the biggest hit, amid a largely bearish trend in equities.",https://economictimes.indiatimes.com/markets/stocks/news/mcap-of-8-of-10-most-valued-firms-erodes-by-rs-79129-cr-bajaj-finance-icici-bank-hit-hard/articleshow/125958770.cms,"Sun, 14 Dec 2025 12:46:25 +0530",ICICIBANK,2025-12-14T23:25:38.283782
aa78da2ae19bbd2668724849c311ad66,economic_times_stocks,"ICICI Prudential AMC, SBI MF biggest investors in Swiggy's Rs 10,000 crore fundraise","Swiggy’s Rs 10,000 crore QIP saw strong domestic institutional participation, with ICICI Prudential AMC, SBI Mutual Fund and Aditya Birla Sun Life Mutual Fund together cornering over 37% of the issue. The fundraising strengthens Swiggy’s balance sheet to support quick commerce expansion and long-term growth plans.",https://economictimes.indiatimes.com/markets/stocks/news/icici-prudential-amc-sbi-mf-biggest-investors-in-rs-10000-crore-fundraise/articleshow/125958628.cms,"Sun, 14 Dec 2025 12:30:27 +0530",GENERAL,2025-12-14T23:25:38.283853
e1df937f4b4a6cff564e9d73dfb3f3f7,economic_times_stocks,"Fermenta Biotech, Stallion India among 10 smallcaps jumped up to 27% in just 5 days. Did you own?","Over the past five trading sessions, select smallcap stocks posted gains of up to 27%. Fermenta Biotech led with a 26% rise, followed by Stallion India Fluorochemicals and Rolex Rings. Sectors such as niche pharma, specialty chemicals, auto components, media, IT, and infrastructure witnessed renewed investor interest. The rally highlights heightened volatility, speculative activity, and rapid price discovery in smaller companies.",https://economictimes.indiatimes.com/markets/stocks/news/fermenta-biotech-stallion-india-among-10-smallcaps-jumped-up-to-27-in-just-5-days-did-you-own/slideshow/125958425.cms,"Sun, 14 Dec 2025 11:39:03 +0530",LT,2025-12-14T23:25:38.283918
109cbd4399714c8a6f353a8dc98f0958,economic_times_stocks,Foreign investors sold Rs 152 crore of Indian shares every trading hour in 2025,"Foreign investors have sold over Rs 2.23 lakh crore in 2025, yet domestic institutions and SIP flows have absorbed the shock. Despite heavy FII selling, Indian equity markets remain resilient, supported by consistent retail participation and strong earnings prospects.",https://economictimes.indiatimes.com/markets/stocks/news/foreign-investors-sold-indian-shares-at-rs-145-crore-every-trading-hour-in-2025/articleshow/125958162.cms,"Sun, 14 Dec 2025 11:35:48 +0530",GENERAL,2025-12-14T23:25:38.283966
f147596a4bf39261de05e276bf154ef8,economic_times_stocks,10 Nifty500 stocks with upside potential of up to 50%. Do you own any?,"Analyst forecasts identify 10 Nifty500 stocks with upside potential ranging from 35% to nearly 50% over the next year. Highlights include Cohance Lifesciences, Brigade Enterprises, Kaynes Technology, and Balrampur Chini. Consensus ratings and sequential quarterly profit growth provide data-backed guidance for investors seeking high-potential, long-term market opportunities.",https://economictimes.indiatimes.com/markets/stocks/news/10-nifty500-stocks-with-upside-potential-of-up-to-50-do-you-own-any/slideshow/125958050.cms,"Sun, 14 Dec 2025 11:04:13 +0530",GENERAL,2025-12-14T23:25:38.284021
e3e8c19784b5a3a6f203247e3f8f4e11,economic_times_stocks,Corona Remedies and Wakefit Innovations to list tomorrow; GMP suggests sharp upside for pharma play,"Corona Remedies and Wakefit Innovations are set to list amid divergent grey market signals. Corona Remedies commands strong listing expectations backed by robust subscriptions and profitability, while Wakefit’s muted GMP reflects cautious sentiment towards consumer-facing growth businesses, highlighting current investor preference for earnings visibility and consistency.",https://economictimes.indiatimes.com/markets/stocks/news/corona-remedies-and-wakefit-innovations-to-list-tomorrow-gmp-suggests-sharp-upside-for-pharma-play/articleshow/125957953.cms,"Sun, 14 Dec 2025 11:01:42 +0530",GENERAL,2025-12-14T23:25:38.284086
a61c77164added4db4c8473248056278,economic_times_stocks,India’s wealth creation hits record Rs 148 trillion. Who led and what to learn?,"Motilal Oswal’s 30th Wealth Creation Study shows record Rs 148 trillion wealth creation during 2020–2025, led by Bharti Airtel, ICICI Bank and SBI. BSE emerged fastest, HAL most consistent, while financials and PSUs drove returns, reinforcing the value of long-term, fundamentals-led investing.",https://economictimes.indiatimes.com/markets/stocks/news/indias-wealth-creation-hits-record-rs-148-trillion-who-led-and-what-to-learn/slideshow/125957921.cms,"Sun, 14 Dec 2025 10:46:03 +0530","LT,ICICIBANK",2025-12-14T23:25:38.284151
74f36218c9ef83277e8ea592d0f283df,economic_times_stocks,"10 penny stocks rally up to 515% in FY26 so far, 6 turn multibaggers — Do you own any?","Ten penny stocks have surged in FY26, with six becoming multibaggers, delivering gains up to 515%. These micro-cap stocks, priced under Rs 20 and with market caps below Rs 1,000 crore, show strong momentum.",https://economictimes.indiatimes.com/markets/stocks/news/10-penny-stocks-rally-up-to-515-in-fy26-so-far-6-turn-multibaggers-do-you-own-any/slideshow/125957683.cms,"Sun, 14 Dec 2025 10:08:17 +0530",LT,2025-12-14T23:25:38.284199
9e37447caabf41f70cefc7c283ffc70a,economic_times_stocks,"Axis Securities names Vedanta among top 3 technical picks, sees up to 11% upside in 3–4 weeks","Axis Securities has identified Vedanta as a top technical pick, projecting an 11% upside in 3-4 weeks. The brokerage also highlighted ICICI Prudential Life Insurance and Ashok Leyland, anticipating potential gains of 8.2% and 9.9% respectively, amidst volatile market conditions.",https://economictimes.indiatimes.com/markets/stocks/news/axis-securities-names-vedanta-among-top-3-technical-picks-sees-up-to-11-upside-in-34-weeks/slideshow/125957418.cms,"Sun, 14 Dec 2025 09:47:37 +0530",GENERAL,2025-12-14T23:25:38.284268
5fbb3469a83f5f90763991e8a8167b83,economic_times_stocks,"FII activity, India-US trade deal among 5 key cues that could set the tone for D-St this week","Key factors will shape the stock market this week. Domestic data releases like WPI inflation and trade balance are expected. Progress on the India-US trade deal is also a focus. Technical indicators suggest Nifty needs to hold support levels. FII selling continues, while DII buying provides some stability. Currency movements will also be watched closely.",https://economictimes.indiatimes.com/markets/stocks/news/fii-activity-india-us-trade-deal-among-5-key-cues-that-could-set-the-tone-for-d-st-this-week/articleshow/125957193.cms,"Sun, 14 Dec 2025 09:19:43 +0530",GENERAL,2025-12-14T23:25:38.284326
14ec4c6463e6034ef07cf484c9b9601c,economic_times_stocks,"Fresh delivery: Swiggy raises Rs 10,000 cr via QIP","In a significant step towards enhancing its market position, food delivery giant Swiggy has raised Rs 10,000 crore through a savvy institutional placement. This capital injection is poised to strengthen its fundamental operations and propel the growth trajectory of Instamart, its rapid commerce division.",https://economictimes.indiatimes.com/markets/stocks/news/fresh-delivery-swiggy-raises-10kcr-via-qip/articleshow/125957160.cms,"Sun, 14 Dec 2025 09:16:13 +0530",GENERAL,2025-12-14T23:25:38.284375
7d469945f71d16dae12f3972544cb7a9,economic_times_stocks,Dalal Street Week Ahead: Nifty seen consolidating further before next directional move,"The Nifty experienced a mild corrective movement, trading in a downward-biased consolidation phase and ending the week with a slight loss. Despite a supportive Fed stance, the index faced resistance near recent highs, indicating a technical pause within an uptrend. Traders are advised to remain cautious, protect profits, and await a breakout above 26,200–26,300 for confirmation.",https://economictimes.indiatimes.com/markets/stocks/news/dalal-street-week-ahead-nifty-seen-consolidating-further-before-next-directional-move/articleshow/125949006.cms,"Sat, 13 Dec 2025 17:24:44 +0530",GENERAL,2025-12-14T23:25:38.284439
325eaa7ae81531accc705902bbd8719a,economic_times_stocks,"ICICI Direct names Bajaj Finserv, IOL among 7 top picks as it sees Nifty at 30,000 in 2026","Against this backdrop, ICICI Direct has identified seven stocks as its top picks for the year, citing favourable technical and structural characteristics.",https://economictimes.indiatimes.com/markets/stocks/news/icici-direct-names-bajaj-finserv-iol-among-7-top-picks-as-it-sees-nifty-at-30000-in-2026/slideshow/125947463.cms,"Sat, 13 Dec 2025 14:37:38 +0530",GENERAL,2025-12-14T23:25:38.284480
6ca285b298dc23b9767061095a2cb9c2,economic_times_stocks,"“Heads I win, tails you lose”: Rich Dad Poor Dad author Robert Kiyosaki warns on global banking, advocates gold, silver, Bitcoin","Robert Kiyosaki, author of 'Rich Dad Poor Dad', criticized the global financial system as a 'Heads I win, tails you lose' game controlled by bankers. He advocates for owning tangible assets like gold, silver, Bitcoin, and Ethereum, and legally avoiding taxes to escape this perceived rigged system.",https://economictimes.indiatimes.com/markets/stocks/news/heads-i-win-tails-you-lose-rich-dad-poor-dad-author-robert-kiyosaki-warns-on-global-banking-advocates-gold-silver-bitcoin/articleshow/125947343.cms,"Sat, 13 Dec 2025 14:32:29 +0530",ITC,2025-12-14T23:25:38.284543
1fdffe2e312503768750660cdb43f3ce,economic_times_stocks,These 8 stocks in Anil Kumar Goel’s portfolio surged up to 60% in FY26 – Are you holding any?,"As per the September 2025 quarter filings, Goel has reported stakes above 1% in around 34 listed companies, with the portfolio’s total value standing at nearly Rs 2,008 crore as of December 12, 2025—a modest 4% rise from about Rs 1,933 crore in March 2025.",https://economictimes.indiatimes.com/markets/stocks/news/these-8-stocks-in-anil-kumar-goels-portfolio-surged-up-to-60-in-fy26-are-you-holding-any/slideshow/125946675.cms,"Sat, 13 Dec 2025 13:06:02 +0530",GENERAL,2025-12-14T23:25:38.284597
eeafa3da7bccc5e862c37645df04a01c,economic_times_stocks,"Jefferies names Axis Bank, M&amp;M, among 10 stocks as its top bets. How many do you own?","The target is based on a 20x PE multiple on estimated Dec-27 earnings, which implies a modest 5% de-rating from current levels.",https://economictimes.indiatimes.com/markets/stocks/news/jefferies-names-axis-bank-mm-among-10-stocks-as-its-top-bets-how-many-do-you-own/slideshow/125945899.cms,"Sat, 13 Dec 2025 12:17:55 +0530",LT,2025-12-14T23:25:38.284635
cf71d0ca20d7014ab2fe59a022d08306,economic_times_stocks,Concurrent Gainers: 8 smallcap stocks that gain for 5 days in a row,"The benchmark finished in the red in three of the five sessions between December 8 and 12. Despite broader market weakness and some volatility, eight small-cap stocks managed to post gains across all five sessions.",https://economictimes.indiatimes.com/markets/stocks/news/concurrent-gainers-8-smallcap-stocks-that-gain-for-5-days-in-a-row/slideshow/125945745.cms,"Sat, 13 Dec 2025 12:07:46 +0530",GENERAL,2025-12-14T23:25:38.284676
002dfcfe6aee348c35aa8a4f9c613b4f,economic_times_stocks,"Up to 5,500% return! BSE, Adani Enterprises among India's top 10 fastest wealth multibaggers","The study tracks total shareholder returns, profit growth and market capitalisation expansion to identify the fastest wealth creators over five years.",https://economictimes.indiatimes.com/markets/stocks/news/up-to-5500-return-bse-adani-enterprises-among-indias-top-10-fastest-wealth-multibaggers/slideshow/125945613.cms,"Sat, 13 Dec 2025 12:00:50 +0530",LT,2025-12-14T23:25:38.284715
759769f548d4a32fbe452d9da4dd7452,economic_times_stocks,"Hotels set for a strong 2HFY26: Indian Hotels, Lemon Tree strong buys","India's hotel sector is experiencing sustained acceleration, driven by a broad recovery across business, leisure, weddings, and MICE segments. Strong room rates and stable occupancies in the first half of FY26 are expected to continue, with new infrastructure and a rich event calendar poised for an even stronger second half.",https://economictimes.indiatimes.com/markets/stocks/news/hotels-set-for-a-strong-2hfy26-indian-hotels-lemon-tree-strong-buys/articleshow/125945299.cms,"Sat, 13 Dec 2025 11:35:07 +0530",GENERAL,2025-12-14T23:25:38.284766
